Date,Fatalities,Aboard,Ground
11 Jan 1947,7,42,0
12 Jan 1947,18,19,0
14 Jan 1947,21,21,0
22 Jan 1947,17,17,0
25 Jan 1947,12,23,0
25 Jan 1947,19,19,0
25 Jan 1947,4,4,0
26 Jan 1947,22,22,0
28 Jan 1947,25,26,0
01 Feb 1947,19,20,0
05 Feb 1947,1,3,0
06 Feb 1947,11,11,0
14 Feb 1947,2,2,0
15 Feb 1947,53,53,0
15 Feb 1947,16,16,0
21 Feb 1947,21,21,0
26 Feb 1947,12,12,0
05 Mar 1947,23,23,0
08 Mar 1947,13,13,0
08 Mar 1947,9,9,0
14 Mar 1947,23,23,0
17 Mar 1947,8,8,0
18 Mar 1947,11,15,0
08 Apr 1947,27,27,0
13 Apr 1947,6,15,0
22 Apr 1947,10,10,0
28 Apr 1947,15,15,0
04 May 1947,11,11,0
11 May 1947,4,4,0
16 May 1947,22,22,0
29 May 1947,43,48,0
29 May 1947,40,40,0
29 May 1947,25,25,0
30 May 1947,53,53,0
04 Jun 1947,2,2,0
11 Jun 1947,5,18,0
13 Jun 1947,50,50,0
19 Jun 1947,14,36,0
21 Jun 1947,8,29,0
01 Jul 1947,13,13,0
13 Jul 1947,14,36,0
15 Jul 1947,1,19,0
16 Jul 1947,6,6,0
25 Jul 1947,2,6,2
31 Jul 1947,26,26,0
02 Aug 1947,11,11,0
06 Aug 1947,20,20,0
08 Aug 1947,3,5,0
09 Aug 1947,1,5,0
13 Aug 1947,3,8,0
21 Aug 1947,3,3,0
23 Aug 1947,10,26,0
28 Aug 1947,35,35,0
08 Oct 1947,0,54,0
14 Oct 1947,0,69,0
16 Oct 1947,41,43,0
16 Oct 1947,3,3,0
24 Oct 1947,53,53,0
26 Oct 1947,44,44,0
26 Oct 1947,18,18,0
31 Oct 1947,25,25,0
02 Nov 1947,5,5,0
11 Nov 1947,0,25,0
13 Nov 1947,2,2,0
18 Nov 1947,5,5,0
18 Nov 1947,20,25,0
21 Nov 1947,13,26,0
27 Nov 1947,2,3,0
27 Nov 1947,13,13,0
27 Nov 1947,22,22,0
28 Nov 1947,20,20,0
30 Nov 1947,8,28,1
10 Dec 1947,23,29,0
11 Dec 1947,20,20,0
18 Dec 1947,9,25,0
23 Dec 1947,25,30,0
27 Dec 1947,23,23,0
28 Dec 1947,5,10,3
06 Jan 1948,16,16,0
06 Jan 1948,1,18,0
07 Jan 1948,18,27,0
08 Jan 1948,9,9,0
11 Jan 1948,32,32,0
13 Jan 1948,5,9,0
20 Jan 1948,11,54,0
28 Jan 1948,32,32,0
30 Jan 1948,31,31,0
07 Feb 1948,1,69,0
10 Feb 1948,19,19,0
12 Feb 1948,12,21,0
20 Feb 1948,7,10,0
21 Feb 1948,14,14,0
23 Feb 1948,12,12,0
25 Feb 1948,2,2,0
27 Feb 1948,23,26,0
02 Mar 1948,4,4,0
02 Mar 1948,20,22,0
07 Mar 1948,4,4,0
10 Mar 1948,12,13,0
12 Mar 1948,30,30,0
13 Mar 1948,6,6,0
15 Mar 1948,14,14,0
27 Mar 1948,19,19,0
05 Apr 1948,14,14,0
10 Apr 1948,1,6,0
15 Apr 1948,30,31,0
18 Apr 1948,37,37,0
24 Apr 1948,28,29,0
13 May 1948,4,4,0
13 May 1948,31,32,0
15 May 1948,13,13,0
16 May 1948,2,2,0
20 May 1948,3,4,0
22 May 1948,8,9,0
25 May 1948,4,4,1
10 Jun 1948,6,8,0
17 Jun 1948,43,43,0
17 Jun 1948,25,26,0
26 Jun 1948,1,17,0
01 Jul 1948,8,12,0
04 Jul 1948,39,39,0
07 Jul 1948,16,16,0
14 Jul 1948,5,5,0
16 Jul 1948,25,26,0
24 Jul 1948,29,29,0
29 Jul 1948,18,24,0
29 Jul 1948,19,19,0
01 Aug 1948,4,4,0
01 Aug 1948,52,52,0
09 Aug 1948,2,2,0
20 Aug 1948,3,3,0
29 Aug 1948,37,37,0
31 Aug 1948,13,13,0
02 Sep 1948,13,13,0
30 Sep 1948,15,15,0
02 Oct 1948,19,45,0
12 Oct 1948,10,10,0
21 Oct 1948,40,40,0
23 Oct 1948,13,13,0
25 Oct 1948,18,18,0
27 Oct 1948,2,5,0
03 Nov 1948,13,13,0
04 Nov 1948,17,17,0
08 Nov 1948,3,23,0
11 Nov 1948,7,8,0
22 Nov 1948,23,26,0
26 Nov 1948,21,21,0
05 Dec 1948,9,40,0
06 Dec 1948,7,7,0
12 Dec 1948,2,10,0
15 Dec 1948,30,30,0
21 Dec 1948,24,24,0
21 Dec 1948,33,33,0
23 Dec 1948,27,27,0
28 Dec 1948,32,32,0
31 Dec 1948,13,13,0
02 Jan 1949,14,30,0
05 Jan 1949,3,17,0
06 Jan 1949,2,2,0
11 Jan 1949,12,12,0
15 Jan 1949,30,30,0
16 Jan 1949,13,13,0
17 Jan 1949,20,20,0
17 Jan 1949,20,20,0
20 Jan 1949,5,6,0
30 Jan 1949,2,35,0
02 Feb 1949,6,10,0
04 Feb 1949,1,53,0
05 Feb 1949,3,14,0
08 Feb 1949,27,27,0
10 Feb 1949,16,16,0
19 Feb 1949,14,14,0
24 Feb 1949,22,26,0
24 Feb 1949,23,23,0
10 Mar 1949,22,22,0
15 Mar 1949,3,3,0
18 Mar 1949,15,15,0
29 Apr 1949,14,24,0
04 May 1949,31,31,0
04 May 1949,7,7,0
07 May 1949,13,13,0
13 May 1949,25,25,0
06 Jun 1949,22,22,0
07 Jun 1949,27,27,0
07 Jun 1949,53,81,0
23 Jun 1949,33,33,0
02 Jul 1949,18,18,0
12 Jul 1949,35,48,0
12 Jul 1949,45,45,0
13 Jul 1949,0,0,14
19 Jul 1949,2,32,4
21 Jul 1949,13,14,0
30 Jul 1949,16,16,0
02 Aug 1949,5,36,0
03 Aug 1949,5,30,0
06 Aug 1949,34,34,0
09 Aug 1949,12,12,0
13 Aug 1949,32,32,0
15 Aug 1949,8,58,0
19 Aug 1949,24,32,0
21 Aug 1949,21,21,0
27 Aug 1949,5,20,0
09 Sep 1949,23,23,0
26 Sep 1949,24,24,0
27 Sep 1949,5,27,0
09 Oct 1949,4,4,0
28 Oct 1949,48,48,0
01 Nov 1949,55,55,0
04 Nov 1949,3,3,0
16 Nov 1949,1,2,14
20 Nov 1949,34,35,0
26 Nov 1949,12,12,0
29 Nov 1949,28,46,0
29 Nov 1949,5,38,0
01 Dec 1949,20,22,0
07 Dec 1949,9,9,0
09 Dec 1949,38,38,0
10 Dec 1949,17,40,0
12 Dec 1949,6,23,0
12 Dec 1949,26,26,0
16 Dec 1949,17,17,0
18 Dec 1949,8,8,0
30 Dec 1949,7,7,0
05 Jan 1950,19,19,0
18 Jan 1950,16,16,0
20 Jan 1950,32,32,1
24 Jan 1950,14,14,0
24 Jan 1950,4,4,0
26 Jan 1950,44,44,0
02 Feb 1950,7,7,0
27 Feb 1950,5,30,0
07 Mar 1950,13,13,2
10 Mar 1950,4,4,0
12 Mar 1950,80,83,0
25 Mar 1950,15,15,0
28 Mar 1950,12,12,0
05 Apr 1950,3,3,0
13 Apr 1950,0,32,0
15 Apr 1950,2,4,0
21 Apr 1950,35,35,0
02 May 1950,15,15,0
18 May 1950,16,16,0
23 May 1950,39,39,0
24 May 1950,26,27,0
27 May 1950,1,2,0
30 May 1950,13,15,0
05 Jun 1950,28,65,0
09 Jun 1950,15,15,0
13 Jun 1950,46,52,0
14 Jun 1950,40,53,0
15 Jun 1950,40,53,0
23 Jun 1950,58,58,0
26 Jun 1950,29,29,0
07 Jul 1950,23,23,0
09 Jul 1950,22,29,0
17 Jul 1950,22,22,0
18 Jul 1950,9,9,0
23 Jul 1950,39,39,0
27 Jul 1950,25,26,0
28 Jul 1950,50,50,0
29 Jul 1950,26,26,0
30 Jul 1950,12,12,0
30 Jul 1950,25,25,0
05 Aug 1950,12,20,7
22 Aug 1950,1,59,0
25 Aug 1950,12,12,0
31 Aug 1950,55,55,0
04 Sep 1950,16,23,0
14 Sep 1950,8,8,0
20 Sep 1950,26,26,0
21 Sep 1950,10,11,0
23 Sep 1950,10,10,0
26 Sep 1950,23,51,0
13 Oct 1950,4,7,0
13 Oct 1950,6,6,0
17 Oct 1950,28,29,0
31 Oct 1950,28,30,0
03 Nov 1950,48,48,0
07 Nov 1950,21,21,0
13 Nov 1950,58,58,0
17 Nov 1950,2,23,0
21 Nov 1950,21,21,0
23 Nov 1950,9,9,0
25 Nov 1950,3,3,0
01 Dec 1950,8,8,0
08 Dec 1950,46,56,0
09 Dec 1950,5,7,0
13 Dec 1950,21,21,0
13 Dec 1950,0,31,3
14 Dec 1950,1,20,1
15 Dec 1950,31,31,0
19 Dec 1950,38,38,0
22 Dec 1950,2,18,0
30 Dec 1950,17,18,0
12 Jan 1951,12,12,0
13 Jan 1951,10,10,0
14 Jan 1951,7,28,0
16 Jan 1951,10,10,0
17 Jan 1951,14,17,0
20 Jan 1951,16,0,0
28 Jan 1951,14,14,0
31 Jan 1951,20,20,0
01 Feb 1951,14,14,0
03 Feb 1951,29,29,0
14 Feb 1951,2,2,0
02 Mar 1951,16,25,0
11 Mar 1951,24,24,0
21 Mar 1951,29,29,0
22 Mar 1951,3,14,0
23 Mar 1951,53,53,0
25 Mar 1951,12,13,0
26 Mar 1951,11,24,2
27 Mar 1951,2,3,0
02 Apr 1951,26,26,0
06 Apr 1951,22,22,0
08 Apr 1951,21,21,0
09 Apr 1951,16,16,0
25 Apr 1951,43,43,0
28 Apr 1951,11,11,0
06 May 1951,23,25,0
08 May 1951,2,32,0
18 May 1951,7,7,0
03 Jun 1951,10,10,0
06 Jun 1951,2,19,0
13 Jun 1951,3,3,0
22 Jun 1951,40,40,0
29 Jun 1951,14,14,0
30 Jun 1951,50,50,0
12 Jul 1951,10,10,0
12 Jul 1951,3,3,0
12 Jul 1951,33,33,0
16 Jul 1951,7,7,0
20 Jul 1951,3,3,0
21 Jul 1951,37,37,0
24 Jul 1951,3,3,0
29 Jul 1951,7,7,0
08 Aug 1951,2,2,0
11 Aug 1951,5,5,0
17 Aug 1951,10,10,0
24 Aug 1951,50,50,0
08 Sep 1951,13,13,3
12 Sep 1951,39,39,0
12 Sep 1951,3,3,0
15 Sep 1951,22,28,0
27 Sep 1951,14,14,0
29 Sep 1951,27,27,0
08 Oct 1951,8,8,0
15 Oct 1951,17,17,0
15 Oct 1951,12,12,0
17 Oct 1951,23,23,0
22 Oct 1951,12,12,0
27 Oct 1951,27,29,0
05 Nov 1951,1,29,0
13 Nov 1951,36,36,0
15 Nov 1951,18,18,0
17 Nov 1951,23,23,0
19 Nov 1951,5,5,0
21 Nov 1951,16,17,0
24 Nov 1951,6,7,0
27 Nov 1951,13,21,0
04 Dec 1951,3,3,0
13 Dec 1951,3,3,0
16 Dec 1951,56,56,1
23 Dec 1951,22,22,0
27 Dec 1951,20,20,0
29 Dec 1951,26,40,0
30 Dec 1951,4,4,0
30 Dec 1951,28,28,0
31 Dec 1951,3,3,0
02 Jan 1952,6,11,0
10 Jan 1952,23,23,0
19 Jan 1952,36,43,0
22 Jan 1952,23,23,7
04 Feb 1952,15,15,0
07 Feb 1952,13,13,5
11 Feb 1952,29,63,4
16 Feb 1952,31,31,0
19 Feb 1952,3,16,0
19 Feb 1952,9,9,0
28 Feb 1952,8,8,0
03 Mar 1952,38,38,0
10 Mar 1952,3,3,0
12 Mar 1952,15,15,0
22 Mar 1952,4,4,0
22 Mar 1952,45,47,0
24 Mar 1952,17,21,0
26 Mar 1952,70,70,0
29 Mar 1952,12,12,0
30 Mar 1952,10,29,0
05 Apr 1952,2,2,3
09 Apr 1952,37,37,0
10 Apr 1952,4,4,0
11 Apr 1952,52,69,0
18 Apr 1952,29,29,0
29 Apr 1952,50,50,0
30 Apr 1952,9,9,0
05 May 1952,11,29,0
09 May 1952,17,17,0
13 May 1952,5,22,0
24 May 1952,6,6,0
26 May 1952,1,18,0
13 Jun 1952,8,8,0
14 Jun 1952,6,8,0
24 Jun 1952,11,11,0
25 Jun 1952,11,13,0
18 Jul 1952,41,46,0
27 Jul 1952,1,27,0
12 Aug 1952,24,24,0
21 Aug 1952,7,57,0
26 Aug 1952,18,18,0
29 Aug 1952,2,4,0
06 Sep 1952,1,1,29
10 Sep 1952,46,46,0
15 Sep 1952,3,3,0
05 Oct 1952,21,21,0
08 Oct 1952,14,14,0
14 Oct 1952,14,28,0
16 Oct 1952,25,25,0
29 Oct 1952,16,16,0
06 Nov 1952,5,6,0
07 Nov 1952,19,19,0
14 Nov 1952,44,44,0
15 Nov 1952,20,20,0
17 Nov 1952,9,16,0
22 Nov 1952,52,52,0
28 Nov 1952,37,38,0
06 Dec 1952,18,18,0
06 Dec 1952,37,41,0
20 Dec 1952,87,115,0
21 Dec 1952,3,3,0
22 Dec 1952,9,0,0
25 Dec 1952,3,5,0
25 Dec 1952,27,29,0
30 Dec 1952,2,10,0
05 Jan 1953,27,35,0
07 Jan 1953,7,7,0
07 Jan 1953,40,40,0
15 Jan 1953,26,26,0
26 Jan 1953,19,19,0
02 Feb 1953,39,39,0
03 Feb 1953,18,18,0
07 Feb 1953,9,19,0
09 Feb 1953,29,40,0
14 Feb 1953,46,46,0
03 Mar 1953,11,11,0
04 Mar 1953,2,2,0
14 Mar 1953,16,16,0
17 Mar 1953,8,8,0
18 Mar 1953,23,23,0
18 Mar 1953,10,10,0
20 Mar 1953,35,35,0
27 Mar 1953,14,14,0
29 Mar 1953,13,13,0
10 Apr 1953,4,15,0
10 Apr 1953,26,0,0
10 Apr 1953,13,13,0
14 Apr 1953,3,3,0
14 Apr 1953,7,25,0
16 Apr 1953,30,30,0
20 Apr 1953,8,10,0
02 May 1953,43,43,0
07 May 1953,10,10,0
09 May 1953,18,18,0
11 May 1953,2,19,0
17 May 1953,19,20,0
24 May 1953,6,7,0
25 May 1953,0,34,2
27 May 1953,20,20,0
14 Jun 1953,18,18,0
15 Jun 1953,9,17,0
15 Jun 1953,7,7,0
16 Jun 1953,34,34,0
17 Jun 1953,17,17,0
18 Jun 1953,129,129,0
12 Jul 1953,58,58,0
17 Jul 1953,44,46,0
27 Jul 1953,21,21,0
03 Aug 1953,4,42,0
03 Aug 1953,1,25,0
05 Aug 1953,19,23,0
18 Aug 1953,2,2,0
01 Sep 1953,42,42,0
01 Sep 1953,21,21,0
08 Sep 1953,3,3,0
14 Sep 1953,1,2,0
16 Sep 1953,28,28,0
25 Sep 1953,5,21,0
28 Sep 1953,25,41,0
14 Oct 1953,44,44,0
17 Oct 1953,2,7,0
19 Oct 1953,2,27,0
19 Oct 1953,21,21,0
27 Oct 1953,22,32,0
29 Oct 1953,19,19,0
31 Oct 1953,15,16,0
03 Nov 1953,28,28,0
11 Nov 1953,10,10,0
04 Dec 1953,23,33,0
12 Dec 1953,13,14,0
15 Dec 1953,2,2,0
15 Dec 1953,6,6,0
17 Dec 1953,11,16,8
19 Dec 1953,1,44,0
21 Dec 1953,9,15,0
02 Jan 1954,21,21,0
05 Jan 1954,4,10,0
06 Jan 1954,16,17,0
10 Jan 1954,35,35,0
11 Jan 1954,21,21,0
12 Jan 1954,13,18,0
13 Jan 1954,1,1,6
14 Jan 1954,16,16,0
20 Jan 1954,3,3,0
01 Feb 1954,35,35,0
05 Feb 1954,10,16,0
12 Feb 1954,10,10,0
25 Feb 1954,3,3,0
26 Feb 1954,9,9,0
04 Mar 1954,20,20,0
13 Mar 1954,0,0,0
13 Mar 1954,33,40,0
14 Mar 1954,2,2,0
19 Mar 1954,18,18,0
26 Mar 1954,18,18,0
03 Apr 1954,25,25,0
04 Apr 1954,4,4,0
08 Apr 1954,21,21,0
08 Apr 1954,36,36,1
13 Apr 1954,14,14,0
13 Apr 1954,16,23,0
23 Apr 1954,25,25,0
30 Apr 1954,5,11,0
22 May 1954,3,28,0
31 May 1954,19,19,0
03 Jun 1954,1,4,0
04 Jun 1954,3,3,0
08 Jun 1954,4,4,0
19 Jun 1954,3,9,0
02 Jul 1954,24,24,0
23 Jul 1954,10,18,0
08 Aug 1954,2,2,0
09 Aug 1954,30,30,0
12 Aug 1954,3,3,0
16 Aug 1954,47,55,0
22 Aug 1954,12,19,0
23 Aug 1954,21,21,0
26 Aug 1954,26,27,1
27 Aug 1954,26,27,0
05 Sep 1954,28,56,0
12 Sep 1954,6,26,0
15 Sep 1954,3,4,0
27 Sep 1954,29,29,0
24 Oct 1954,21,21,0
28 Oct 1954,16,16,0
30 Oct 1954,42,42,0
31 Oct 1954,3,8,0
16 Nov 1954,24,24,0
30 Nov 1954,2,7,0
04 Dec 1954,29,29,0
12 Dec 1954,4,4,0
18 Dec 1954,26,32,0
18 Dec 1954,2,2,0
22 Dec 1954,10,28,0
25 Dec 1954,28,36,0
31 Dec 1954,17,17,0
01 Jan 1955,12,12,0
11 Jan 1955,18,18,0
12 Jan 1955,15,15,0
15 Jan 1955,1,5,0
19 Jan 1955,0,39,0
31 Jan 1955,5,5,0
02 Feb 1955,10,10,0
05 Feb 1955,13,13,0
13 Feb 1955,29,29,0
19 Feb 1955,16,16,0
23 Feb 1955,1,26,0
26 Feb 1955,6,7,0
06 Mar 1955,5,21,0
07 Mar 1955,6,6,0
08 Mar 1955,26,26,0
09 Mar 1955,8,8,0
20 Mar 1955,13,35,0
22 Mar 1955,66,66,0
26 Mar 1955,4,23,0
02 Apr 1955,2,2,0
04 Apr 1955,3,3,0
11 Apr 1955,19,19,0
18 Apr 1955,12,14,0
18 May 1955,20,20,0
21 May 1955,4,16,0
26 May 1955,2,2,0
03 Jun 1955,3,3,0
16 Jun 1955,16,24,0
18 Jun 1955,18,39,0
14 Jul 1955,22,22,0
17 Jul 1955,22,43,0
27 Jul 1955,58,58,0
04 Aug 1955,30,30,0
05 Aug 1955,25,25,0
11 Aug 1955,67,67,0
26 Aug 1955,13,13,0
30 Aug 1955,2,3,0
02 Sep 1955,12,12,0
08 Sep 1955,2,33,1
10 Sep 1955,16,16,0
17 Sep 1955,2,6,0
22 Sep 1955,15,47,0
24 Sep 1955,3,5,0
29 Sep 1955,1,2,0
02 Oct 1955,19,35,0
06 Oct 1955,66,66,0
10 Oct 1955,7,29,0
01 Nov 1955,44,44,0
17 Nov 1955,14,14,0
17 Nov 1955,28,74,0
20 Nov 1955,10,11,0
30 Nov 1955,10,10,0
01 Dec 1955,6,6,0
09 Dec 1955,21,21,0
17 Dec 1955,2,2,0
19 Dec 1955,26,26,0
21 Dec 1955,17,17,0
12 Jan 1956,1,2,0
17 Jan 1956,4,18,0
18 Jan 1956,22,26,0
28 Jan 1956,3,3,0
13 Feb 1956,2,2,0
14 Feb 1956,2,3,0
17 Feb 1956,40,40,0
18 Feb 1956,50,50,0
20 Feb 1956,52,64,0
24 Feb 1956,19,19,0
25 Feb 1956,3,3,0
21 Mar 1956,2,21,0
28 Mar 1956,1,3,0
31 Mar 1956,3,3,0
31 Mar 1956,19,19,0
01 Apr 1956,22,36,0
02 Apr 1956,5,38,0
09 Apr 1956,6,6,0
18 Apr 1956,3,12,0
30 Apr 1956,2,54,0
15 May 1956,14,31,1
15 May 1956,2,2,13
24 May 1956,30,31,0
13 Jun 1956,1,0,0
20 Jun 1956,74,74,0
24 Jun 1956,32,45,0
30 Jun 1956,128,128,0
09 Jul 1956,1,35,0
13 Jul 1956,46,66,0
15 Jul 1956,4,4,0
16 Jul 1956,18,18,0
08 Aug 1956,12,22,0
29 Aug 1956,15,22,0
09 Sep 1956,1,57,0
09 Sep 1956,0,18,0
02 Oct 1956,5,5,0
10 Oct 1956,59,59,0
16 Oct 1956,0,31,0
19 Oct 1956,3,3,0
28 Oct 1956,16,16,0
05 Nov 1956,7,80,0
07 Nov 1956,2,12,0
15 Nov 1956,25,25,0
17 Nov 1956,36,36,0
24 Nov 1956,34,35,8
24 Nov 1956,23,23,0
27 Nov 1956,25,25,0
08 Dec 1956,14,16,0
09 Dec 1956,62,62,0
12 Dec 1956,5,5,0
22 Dec 1956,3,30,0
22 Dec 1956,21,21,0
31 Dec 1956,12,38,0
06 Jan 1957,1,10,0
11 Jan 1957,17,33,1
23 Jan 1957,16,16,0
29 Jan 1957,2,70,0
31 Jan 1957,5,6,3
01 Feb 1957,21,101,0
22 Feb 1957,22,159,0
02 Mar 1957,5,5,0
04 Mar 1957,17,17,0
05 Mar 1957,18,22,2
09 Mar 1957,15,15,0
14 Mar 1957,20,20,2
17 Mar 1957,24,25,0
18 Mar 1957,19,19,0
22 Mar 1957,67,67,0
07 Apr 1957,40,40,0
08 Apr 1957,34,34,0
10 Apr 1957,26,30,0
15 Apr 1957,3,3,1
17 Apr 1957,24,24,0
20 Apr 1957,1,0,0
01 May 1957,34,35,0
05 May 1957,1,3,0
09 May 1957,37,37,0
13 May 1957,2,3,0
13 May 1957,2,2,3
13 May 1957,16,16,0
14 Jun 1957,9,13,0
18 Jun 1957,9,9,0
22 Jun 1957,3,3,0
23 Jun 1957,14,18,0
24 Jun 1957,6,0,0
01 Jul 1957,24,24,0
03 Jul 1957,4,4,0
16 Jul 1957,58,68,0
16 Jul 1957,16,16,0
25 Jul 1957,1,16,0
11 Aug 1957,79,79,0
15 Aug 1957,23,23,0
20 Aug 1957,8,8,0
29 Aug 1957,12,12,0
03 Sep 1957,8,8,0
15 Sep 1957,12,24,0
18 Sep 1957,1,35,0
27 Sep 1957,3,3,0
28 Sep 1957,3,3,0
01 Oct 1957,27,27,0
03 Oct 1957,27,27,0
18 Oct 1957,2,2,0
23 Oct 1957,7,7,0
28 Oct 1957,21,21,0
30 Oct 1957,3,3,0
03 Nov 1957,7,10,1
04 Nov 1957,4,16,0
06 Nov 1957,15,15,0
08 Nov 1957,44,44,0
15 Nov 1957,43,58,0
15 Nov 1957,4,4,0
21 Nov 1957,4,4,0
08 Dec 1957,61,61,0
10 Dec 1957,3,10,0
11 Dec 1957,2,12,0
18 Dec 1957,27,27,0
23 Dec 1957,4,4,0
23 Dec 1957,19,23,0
31 Dec 1957,9,50,0
16 Jan 1958,3,3,0
20 Jan 1958,11,11,0
01 Feb 1958,5,73,0
01 Feb 1958,41,41,1
06 Feb 1958,23,44,0
15 Feb 1958,16,16,0
19 Feb 1958,1,21,0
19 Feb 1958,15,15,0
20 Feb 1958,22,22,0
27 Feb 1958,35,42,0
07 Mar 1958,8,26,0
07 Mar 1958,26,26,0
22 Mar 1958,4,4,0
24 Mar 1958,20,20,0
25 Mar 1958,9,24,0
27 Mar 1958,18,18,0
02 Apr 1958,3,14,0
06 Apr 1958,47,47,0
07 Apr 1958,32,32,0
14 Apr 1958,16,16,0
21 Apr 1958,49,49,0
15 May 1958,21,38,2
16 May 1958,3,3,0
18 May 1958,65,69,0
20 May 1958,12,13,0
25 May 1958,4,5,0
31 May 1958,15,15,0
31 May 1958,4,4,0
02 Jun 1958,45,45,0
02 Jun 1958,1,57,0
04 Jun 1958,1,3,0
09 Jun 1958,24,24,0
10 Jun 1958,0,22,0
16 Jun 1958,21,26,0
25 Jun 1958,5,7,0
27 Jun 1958,15,15,0
09 Jul 1958,3,3,0
09 Aug 1958,36,54,0
11 Aug 1958,10,11,0
12 Aug 1958,33,33,0
14 Aug 1958,99,99,0
15 Aug 1958,64,64,0
15 Aug 1958,25,34,0
02 Sep 1958,19,19,0
02 Sep 1958,3,3,4
02 Sep 1958,17,17,0
05 Sep 1958,14,18,0
07 Sep 1958,27,27,0
08 Sep 1958,13,16,0
09 Sep 1958,8,8,0
19 Sep 1958,28,28,0
19 Sep 1958,15,15,0
29 Sep 1958,5,5,0
09 Oct 1958,19,19,0
14 Oct 1958,23,23,0
15 Oct 1958,20,20,0
17 Oct 1958,80,80,0
18 Oct 1958,11,29,0
22 Oct 1958,31,31,0
01 Nov 1958,17,20,0
03 Nov 1958,8,8,0
08 Nov 1958,3,3,0
09 Nov 1958,36,36,0
16 Nov 1958,2,2,0
04 Dec 1958,21,21,0
23 Dec 1958,21,21,0
24 Dec 1958,9,12,0
26 Dec 1958,3,70,0
30 Dec 1958,21,37,0
06 Jan 1959,5,5,0
08 Jan 1959,10,10,0
11 Jan 1959,36,39,0
14 Jan 1959,2,2,0
16 Jan 1959,51,52,0
18 Jan 1959,25,25,0
21 Jan 1959,4,4,0
22 Jan 1959,10,15,0
27 Jan 1959,2,6,0
01 Feb 1959,3,28,0
03 Feb 1959,4,4,0
03 Feb 1959,65,73,0
17 Feb 1959,14,24,0
18 Feb 1959,5,5,0
05 Mar 1959,15,19,0
12 Mar 1959,5,7,0
13 Mar 1959,1,18,0
29 Mar 1959,9,9,0
29 Mar 1959,24,24,0
30 Mar 1959,2,2,0
17 Apr 1959,26,26,0
23 Apr 1959,12,12,0
29 Apr 1959,28,28,0
02 May 1959,5,5,0
12 May 1959,31,31,0
12 May 1959,2,44,0
13 May 1959,12,12,0
15 May 1959,10,10,0
21 May 1959,8,8,0
01 Jun 1959,60,60,0
05 Jun 1959,19,19,0
12 Jun 1959,8,8,0
23 Jun 1959,14,14,0
26 Jun 1959,68,68,0
30 Jun 1959,0,1,17
15 Jul 1959,32,32,0
03 Aug 1959,6,6,0
14 Aug 1959,2,3,0
15 Aug 1959,5,5,0
19 Aug 1959,32,32,0
27 Aug 1959,2,50,0
02 Sep 1959,2,2,0
08 Sep 1959,1,16,0
12 Sep 1959,3,3,0
23 Sep 1959,20,20,0
24 Sep 1959,16,16,0
24 Sep 1959,54,65,0
29 Sep 1959,34,34,0
06 Oct 1959,2,2,0
23 Oct 1959,28,28,0
26 Oct 1959,1,19,1
30 Oct 1959,26,27,0
30 Oct 1959,18,18,0
04 Nov 1959,5,5,0
16 Nov 1959,40,40,0
16 Nov 1959,42,42,0
21 Nov 1959,24,27,0
24 Nov 1959,3,3,8
01 Dec 1959,25,26,0
08 Dec 1959,45,45,0
13 Dec 1959,29,29,0
17 Dec 1959,3,3,0
21 Dec 1959,2,2,0
22 Dec 1959,32,32,10
24 Dec 1959,1,2,0
31 Dec 1959,11,11,0
03 Jan 1960,9,9,0
06 Jan 1960,34,34,0
10 Jan 1960,10,10,0
18 Jan 1960,50,50,0
19 Jan 1960,42,42,0
21 Jan 1960,37,46,0
26 Jan 1960,9,9,0
05 Feb 1960,59,59,0
25 Feb 1960,61,64,0
26 Feb 1960,32,33,0
26 Feb 1960,34,52,0
15 Mar 1960,6,13,0
16 Mar 1960,5,40,0
17 Mar 1960,63,63,0
19 Mar 1960,25,46,0
05 Apr 1960,2,18,0
12 Apr 1960,10,22,0
14 Apr 1960,18,18,0
18 Apr 1960,9,9,0
19 Apr 1960,37,51,0
20 Apr 1960,4,44,0
22 Apr 1960,35,35,0
28 Apr 1960,13,13,0
15 May 1960,12,12,0
18 May 1960,9,9,0
23 May 1960,4,4,0
10 Jun 1960,31,31,0
10 Jun 1960,29,29,0
14 Jun 1960,14,14,0
24 Jun 1960,54,54,0
06 Jul 1960,18,21,0
10 Jul 1960,20,20,0
11 Jul 1960,18,18,0
14 Jul 1960,1,58,0
15 Jul 1960,1,11,0
16 Jul 1960,8,9,0
19 Jul 1960,37,41,0
20 Jul 1960,23,23,0
27 Jul 1960,13,13,0
31 Jul 1960,1,34,0
01 Aug 1960,6,6,0
17 Aug 1960,34,34,0
17 Aug 1960,20,20,0
24 Aug 1960,3,3,0
29 Aug 1960,63,63,0
02 Sep 1960,18,18,0
07 Sep 1960,31,31,0
19 Sep 1960,80,94,0
22 Sep 1960,29,29,0
22 Sep 1960,3,4,0
26 Sep 1960,31,37,0
28 Sep 1960,8,18,0
29 Sep 1960,21,21,0
04 Oct 1960,62,72,0
14 Oct 1960,11,11,0
15 Oct 1960,2,2,0
21 Oct 1960,3,3,0
28 Oct 1960,12,12,0
29 Oct 1960,1,37,0
29 Oct 1960,22,48,0
05 Nov 1960,4,4,0
07 Nov 1960,37,37,0
23 Nov 1960,33,33,0
04 Dec 1960,14,14,0
07 Dec 1960,15,15,0
