Date,Fatalities,Aboard,Ground
11 Dec 1960,31,31,0
16 Dec 1960,128,128,6
17 Dec 1960,20,20,31
22 Dec 1960,28,37,0
26 Dec 1960,17,17,0
02 Jan 1961,10,10,0
03 Jan 1961,25,25,0
19 Jan 1961,4,106,0
22 Jan 1961,6,22,3
24 Jan 1961,21,21,0
24 Jan 1961,3,8,0
26 Jan 1961,23,23,0
28 Jan 1961,6,6,0
03 Feb 1961,26,26,0
15 Feb 1961,72,72,1
09 Mar 1961,12,12,0
25 Mar 1961,23,28,0
28 Mar 1961,52,52,0
03 Apr 1961,24,24,0
18 Apr 1961,14,15,0
10 May 1961,78,78,0
24 May 1961,22,22,0
29 May 1961,13,13,0
30 May 1961,61,61,0
12 Jun 1961,20,36,0
13 Jun 1961,5,5,0
17 Jun 1961,1,7,0
30 Jun 1961,24,35,0
08 Jul 1961,9,26,0
10 Jul 1961,1,85,0
11 Jul 1961,17,122,1
12 Jul 1961,72,72,0
19 Jul 1961,67,67,0
21 Jul 1961,6,6,0
06 Aug 1961,27,27,3
09 Aug 1961,39,39,0
29 Aug 1961,1,6,0
01 Sep 1961,78,78,0
05 Sep 1961,5,19,0
06 Sep 1961,4,4,0
06 Sep 1961,2,2,0
10 Sep 1961,83,83,0
12 Sep 1961,77,77,0
17 Sep 1961,16,16,0
17 Sep 1961,37,37,0
23 Sep 1961,28,29,0
07 Oct 1961,34,34,0
10 Oct 1961,17,37,0
01 Nov 1961,2,10,0
01 Nov 1961,45,88,0
08 Nov 1961,76,79,0
11 Nov 1961,3,3,0
21 Nov 1961,6,6,0
22 Nov 1961,3,3,0
23 Nov 1961,21,35,0
23 Nov 1961,52,52,0
30 Nov 1961,15,15,0
04 Dec 1961,3,3,0
12 Dec 1961,13,13,8
15 Dec 1961,2,2,0
17 Dec 1961,59,59,0
21 Dec 1961,27,34,0
24 Dec 1961,1,5,0
29 Dec 1961,14,14,0
31 Dec 1961,32,119,0
12 Jan 1962,12,12,0
13 Jan 1962,5,18,1
22 Jan 1962,6,6,0
27 Jan 1962,13,14,0
04 Feb 1962,18,18,0
25 Feb 1962,2,2,0
25 Feb 1962,23,23,0
01 Mar 1962,95,95,0
04 Mar 1962,111,111,0
06 Mar 1962,2,7,0
08 Mar 1962,11,11,0
08 Mar 1962,5,5,0
08 Mar 1962,15,15,0
15 Mar 1962,1,7,0
15 Mar 1962,107,107,0
20 Mar 1962,11,11,0
27 Mar 1962,22,22,0
06 Apr 1962,31,31,0
19 Apr 1962,15,16,0
22 Apr 1962,40,40,0
06 May 1962,12,18,0
08 May 1962,32,32,0
09 May 1962,23,25,0
12 May 1962,15,21,0
15 May 1962,3,3,0
17 May 1962,13,13,0
22 May 1962,45,45,0
22 May 1962,26,26,0
24 May 1962,20,21,0
03 Jun 1962,130,132,0
04 Jun 1962,5,5,0
22 Jun 1962,112,112,0
28 Jun 1962,81,81,0
30 Jun 1962,84,84,0
06 Jul 1962,11,38,0
07 Jul 1962,94,94,0
09 Jul 1962,6,6,0
15 Jul 1962,1,3,0
16 Jul 1962,9,9,0
19 Jul 1962,26,26,0
22 Jul 1962,27,40,0
28 Jul 1962,81,81,0
30 Jul 1962,4,8,0
01 Aug 1962,10,10,0
20 Aug 1962,15,105,0
23 Aug 1962,20,32,0
24 Aug 1962,9,9,0
03 Sep 1962,86,86,0
03 Sep 1962,12,12,1
04 Sep 1962,13,13,0
10 Sep 1962,4,4,0
10 Sep 1962,11,34,0
10 Sep 1962,44,44,0
18 Sep 1962,32,32,0
20 Sep 1962,2,10,0
21 Sep 1962,8,8,0
23 Sep 1962,28,76,0
10 Oct 1962,2,19,0
10 Oct 1962,13,42,0
12 Oct 1962,3,3,0
12 Oct 1962,18,18,0
19 Oct 1962,1,52,0
25 Oct 1962,11,11,0
10 Nov 1962,27,27,0
19 Nov 1962,4,4,0
23 Nov 1962,18,18,0
23 Nov 1962,23,37,0
23 Nov 1962,21,21,0
26 Nov 1962,26,26,0
27 Nov 1962,97,97,0
30 Nov 1962,25,51,0
06 Dec 1962,24,26,0
14 Dec 1962,50,50,0
14 Dec 1962,5,5,3
19 Dec 1962,33,33,0
20 Dec 1962,12,12,0
22 Dec 1962,1,40,0
28 Dec 1962,1,18,0
29 Dec 1962,25,25,0
14 Jan 1963,5,6,0
14 Jan 1963,12,25,0
15 Jan 1963,6,45,7
17 Jan 1963,3,3,0
26 Jan 1963,1,2,0
29 Jan 1963,8,8,0
30 Jan 1963,14,14,0
01 Feb 1963,17,17,87
03 Feb 1963,4,8,0
08 Feb 1963,7,7,0
12 Feb 1963,43,43,0
25 Feb 1963,4,4,0
28 Feb 1963,0,26,1
02 Mar 1963,27,27,0
05 Mar 1963,12,54,0
05 Mar 1963,4,4,0
15 Mar 1963,4,4,0
15 Mar 1963,39,39,0
20 Mar 1963,18,18,0
23 Mar 1963,10,10,0
30 Mar 1963,11,11,0
04 Apr 1963,67,67,0
14 Apr 1963,12,12,0
03 May 1963,37,50,0
03 May 1963,55,55,0
12 May 1963,34,34,0
03 Jun 1963,101,101,0
03 Jun 1963,29,29,0
10 Jun 1963,20,20,0
16 Jun 1963,19,20,0
16 Jun 1963,31,31,0
23 Jun 1963,38,47,0
01 Jul 1963,15,18,0
02 Jul 1963,7,43,0
03 Jul 1963,23,23,0
13 Jul 1963,32,32,0
15 Jul 1963,6,12,0
17 Jul 1963,6,6,0
27 Jul 1963,63,63,0
04 Aug 1963,10,10,0
10 Aug 1963,13,13,0
12 Aug 1963,20,20,1
14 Aug 1963,1,2,0
17 Aug 1963,19,19,0
21 Aug 1963,0,52,0
24 Aug 1963,32,32,0
28 Aug 1963,11,11,0
02 Sep 1963,15,16,0
04 Sep 1963,80,80,0
11 Sep 1963,18,18,0
12 Sep 1963,40,40,0
22 Sep 1963,10,10,0
09 Oct 1963,6,6,0
14 Oct 1963,6,6,0
18 Oct 1963,31,31,0
20 Oct 1963,7,7,0
22 Oct 1963,7,7,0
08 Nov 1963,22,24,0
29 Nov 1963,118,118,0
07 Dec 1963,3,3,0
08 Dec 1963,81,81,0
12 Dec 1963,3,3,0
15 Dec 1963,6,6,0
17 Dec 1963,0,46,0
09 Jan 1964,28,30,0
03 Feb 1964,3,3,0
03 Feb 1964,10,10,0
04 Feb 1964,2,29,0
18 Feb 1964,13,13,0
21 Feb 1964,31,32,0
25 Feb 1964,58,58,0
27 Feb 1964,20,42,0
29 Feb 1964,83,83,0
01 Mar 1964,85,85,0
04 Mar 1964,22,22,0
08 Mar 1964,1,30,0
08 Mar 1964,28,28,0
10 Mar 1964,3,3,0
12 Mar 1964,5,5,0
20 Mar 1964,3,3,0
28 Mar 1964,45,45,0
28 Mar 1964,9,9,0
12 Apr 1964,15,15,0
17 Apr 1964,49,49,0
17 Apr 1964,2,2,0
18 Apr 1964,17,19,0
07 May 1964,44,44,0
08 May 1964,46,49,0
11 May 1964,10,10,0
11 May 1964,79,84,1
20 May 1964,11,11,0
27 May 1964,3,3,0
13 Jun 1964,2,2,0
20 Jun 1964,57,57,0
21 Jun 1964,1,28,0
08 Jul 1964,1,53,0
09 Jul 1964,39,39,0
15 Jul 1964,3,3,0
16 Jul 1964,0,76,0
31 Jul 1964,2,2,0
22 Aug 1964,4,4,0
02 Sep 1964,87,87,0
04 Sep 1964,28,34,0
04 Sep 1964,39,39,0
15 Sep 1964,2,2,0
02 Oct 1964,1,7,0
02 Oct 1964,80,80,0
09 Oct 1964,32,32,0
19 Oct 1964,33,33,0
27 Oct 1964,3,3,6
03 Nov 1964,5,5,0
15 Nov 1964,29,29,0
17 Nov 1964,10,10,0
20 Nov 1964,31,43,0
23 Nov 1964,50,73,0
29 Nov 1964,6,14,0
08 Dec 1964,17,17,0
11 Dec 1964,38,38,0
21 Dec 1964,1,39,0
24 Dec 1964,1,23,0
24 Dec 1964,3,3,0
29 Dec 1964,5,5,0
30 Dec 1964,4,4,0
02 Jan 1965,24,24,0
03 Jan 1965,64,103,0
16 Jan 1965,7,7,23
17 Jan 1965,10,10,0
22 Jan 1965,10,10,0
06 Feb 1965,87,87,0
08 Feb 1965,84,84,0
13 Feb 1965,23,23,0
13 Feb 1965,2,2,0
02 Mar 1965,31,31,0
08 Mar 1965,30,30,0
08 Mar 1965,10,12,0
17 Mar 1965,8,8,0
18 Mar 1965,2,2,0
20 Mar 1965,43,47,0
22 Mar 1965,28,28,0
23 Mar 1965,16,16,0
26 Mar 1965,22,26,0
31 Mar 1965,50,53,0
10 Apr 1965,54,54,0
14 Apr 1965,26,27,0
23 Apr 1965,5,5,0
05 May 1965,30,49,0
20 May 1965,121,127,0
27 May 1965,3,5,0
15 Jun 1965,18,18,0
25 Jun 1965,85,85,0
28 Jun 1965,0,153,0
01 Jul 1965,0,66,0
06 Jul 1965,41,41,0
07 Jul 1965,30,31,0
08 Jul 1965,52,52,0
11 Jul 1965,16,19,0
15 Jul 1965,8,12,0
25 Jul 1965,37,37,0
04 Aug 1965,7,7,0
12 Aug 1965,13,13,0
16 Aug 1965,30,30,0
20 Aug 1965,4,4,0
24 Aug 1965,59,72,0
04 Sep 1965,4,5,0
11 Sep 1965,11,11,0
14 Sep 1965,17,17,0
16 Sep 1965,38,39,0
16 Sep 1965,9,11,0
17 Sep 1965,30,30,0
27 Sep 1965,3,3,0
08 Oct 1965,4,4,0
17 Oct 1965,19,19,0
18 Oct 1965,13,13,0
20 Oct 1965,1,37,0
27 Oct 1965,36,36,0
02 Nov 1965,30,30,0
03 Nov 1965,68,68,0
08 Nov 1965,58,62,0
08 Nov 1965,30,30,0
10 Nov 1965,32,64,0
11 Nov 1965,43,91,0
14 Nov 1965,8,8,0
27 Nov 1965,13,13,0
04 Dec 1965,4,112,0
07 Dec 1965,32,32,0
11 Dec 1965,85,85,0
16 Dec 1965,2,21,0
01 Jan 1966,23,23,0
01 Jan 1966,34,34,0
09 Jan 1966,11,11,0
14 Jan 1966,11,11,0
15 Jan 1966,56,64,0
17 Jan 1966,7,11,0
22 Jan 1966,30,35,0
24 Jan 1966,117,117,0
25 Jan 1966,46,46,0
28 Jan 1966,46,46,0
02 Feb 1966,23,24,0
04 Feb 1966,133,133,0
07 Feb 1966,37,37,0
15 Feb 1966,2,80,0
16 Feb 1966,26,26,0
16 Feb 1966,21,66,0
18 Feb 1966,4,4,0
04 Mar 1966,64,72,0
05 Mar 1966,124,124,0
10 Mar 1966,5,5,0
10 Mar 1966,6,7,0
18 Mar 1966,30,30,0
20 Mar 1966,2,2,0
22 Apr 1966,83,98,0
23 Apr 1966,33,33,0
27 Apr 1966,49,49,0
04 May 1966,20,20,0
20 Jun 1966,2,2,0
29 Jun 1966,24,26,0
04 Jul 1966,2,5,0
11 Jul 1966,8,8,0
11 Jul 1966,3,3,0
15 Jul 1966,10,10,0
24 Jul 1966,4,4,0
03 Aug 1966,3,3,0
06 Aug 1966,42,42,0
11 Aug 1966,24,24,0
17 Aug 1966,1,16,0
17 Aug 1966,0,1,33
21 Aug 1966,9,9,0
01 Sep 1966,98,117,0
04 Sep 1966,4,4,0
16 Sep 1966,1,27,0
22 Sep 1966,2,2,0
22 Sep 1966,24,24,0
01 Oct 1966,18,18,0
04 Oct 1966,14,32,0
08 Oct 1966,11,11,0
11 Nov 1966,19,19,0
13 Nov 1966,50,50,0
15 Nov 1966,3,3,0
20 Nov 1966,3,3,0
22 Nov 1966,30,30,0
24 Nov 1966,82,82,0
26 Nov 1966,31,31,0
26 Nov 1966,12,13,0
02 Dec 1966,21,21,0
18 Dec 1966,17,59,0
24 Dec 1966,29,29,0
24 Dec 1966,4,4,125
06 Feb 1967,1,19,0
07 Feb 1967,30,30,0
09 Feb 1967,10,10,0
16 Feb 1967,22,63,0
20 Feb 1967,4,55,0
28 Feb 1967,12,20,0
05 Mar 1967,38,38,0
05 Mar 1967,51,90,5
08 Mar 1967,4,6,7
09 Mar 1967,26,26,0
10 Mar 1967,4,4,0
10 Mar 1967,25,25,0
11 Mar 1967,4,5,0
12 Mar 1967,15,19,0
13 Mar 1967,25,25,0
30 Mar 1967,6,6,13
02 Apr 1967,5,5,0
08 Apr 1967,15,15,44
11 Apr 1967,35,39,0
17 Apr 1967,23,23,0
20 Apr 1967,126,130,0
26 Apr 1967,17,18,0
27 Apr 1967,19,21,0
01 May 1967,3,14,0
15 May 1967,4,4,0
19 May 1967,3,3,0
03 Jun 1967,88,88,0
04 Jun 1967,72,84,0
11 Jun 1967,17,18,0
12 Jun 1967,2,2,0
12 Jun 1967,3,4,2
15 Jun 1967,20,25,0
17 Jun 1967,35,56,0
23 Jun 1967,22,35,0
23 Jun 1967,34,34,0
24 Jun 1967,16,17,0
30 Jun 1967,24,80,0
06 Jul 1967,21,21,0
15 Jul 1967,4,4,0
19 Jul 1967,42,42,0
19 Jul 1967,82,82,0
25 Jul 1967,18,18,0
25 Jul 1967,16,16,0
27 Aug 1967,16,22,0
05 Sep 1967,37,69,0
08 Oct 1967,23,23,0
09 Oct 1967,2,23,0
12 Oct 1967,66,66,0
24 Oct 1967,16,16,0
03 Nov 1967,21,25,0
04 Nov 1967,37,37,0
05 Nov 1967,1,127,0
06 Nov 1967,1,36,0
16 Nov 1967,107,107,0
20 Nov 1967,70,82,0
30 Nov 1967,26,26,0
07 Dec 1967,10,12,0
08 Dec 1967,72,72,0
10 Dec 1967,7,8,0
21 Dec 1967,2,2,0
25 Dec 1967,4,31,0
30 Dec 1967,44,51,0
06 Jan 1968,45,46,0
08 Jan 1968,42,42,0
10 Jan 1968,19,19,0
15 Jan 1968,4,4,0
27 Jan 1968,15,16,0
07 Feb 1968,102,102,0
07 Feb 1968,1,61,1
16 Feb 1968,21,63,2
24 Feb 1968,37,37,0
29 Feb 1968,83,84,0
05 Mar 1968,49,49,0
06 Mar 1968,63,63,0
08 Mar 1968,14,14,0
09 Mar 1968,19,20,0
24 Mar 1968,61,61,0
27 Mar 1968,2,51,0
27 Mar 1968,2,2,0
08 Apr 1968,36,36,0
08 Apr 1968,5,127,0
10 Apr 1968,18,18,0
19 Apr 1968,26,26,0
20 Apr 1968,123,128,0
30 Apr 1968,22,22,0
03 May 1968,85,85,0
12 May 1968,155,155,0
22 May 1968,23,23,0
28 May 1968,29,29,1
12 Jun 1968,6,63,0
18 Jun 1968,6,6,0
25 Jun 1968,29,29,0
28 Jun 1968,1,27,0
03 Jul 1968,6,8,0
08 Jul 1968,11,11,0
13 Jul 1968,7,7,0
15 Jul 1968,3,3,0
18 Jul 1968,5,5,0
02 Aug 1968,13,95,0
04 Aug 1968,3,15,0
09 Aug 1968,48,48,0
10 Aug 1968,35,37,0
14 Aug 1968,21,21,0
18 Aug 1968,40,40,0
20 Aug 1968,4,7,0
31 Aug 1968,5,6,0
03 Sep 1968,47,89,0
06 Sep 1968,9,9,0
08 Sep 1968,2,9,0
11 Sep 1968,95,95,0
20 Sep 1968,5,5,1
28 Sep 1968,57,57,1
08 Oct 1968,10,10,0
11 Oct 1968,11,40,0
20 Oct 1968,19,19,0
21 Oct 1968,23,23,0
25 Oct 1968,32,42,0
22 Nov 1968,0,107,0
23 Nov 1968,9,9,0
25 Nov 1968,26,28,0
02 Dec 1968,39,39,0
12 Dec 1968,51,51,0
24 Dec 1968,20,47,0
24 Dec 1968,2,4,0
26 Dec 1968,3,3,0
26 Dec 1968,12,12,0
27 Dec 1968,27,45,1
31 Dec 1968,26,26,0
31 Dec 1968,26,26,0
02 Jan 1969,2,2,0
02 Jan 1969,24,24,0
05 Jan 1969,48,62,2
06 Jan 1969,11,28,0
13 Jan 1969,15,45,0
16 Jan 1969,12,12,0
18 Jan 1969,38,38,0
18 Feb 1969,35,35,0
24 Feb 1969,36,36,0
05 Mar 1969,19,19,0
08 Mar 1969,3,3,0
13 Mar 1969,1,5,0
16 Mar 1969,84,84,71
20 Mar 1969,100,105,0
20 Mar 1969,16,27,0
02 Apr 1969,53,53,0
02 Apr 1969,24,78,0
02 Apr 1969,2,2,0
07 Apr 1969,1,21,0
15 Apr 1969,31,31,0
16 Apr 1969,45,45,0
21 Apr 1969,44,44,0
24 Apr 1969,1,33,0
06 May 1969,30,74,0
07 May 1969,2,2,0
23 May 1969,6,6,0
25 May 1969,1,36,0
04 Jun 1969,79,79,0
05 Jun 1969,19,19,0
23 Jun 1969,120,120,0
28 Jun 1969,40,40,0
06 Jul 1969,14,14,0
12 Jul 1969,35,35,0
15 Jul 1969,3,14,0
25 Jul 1969,1,13,0
26 Jul 1969,33,37,0
26 Jul 1969,5,5,0
03 Aug 1969,55,55,0
03 Aug 1969,4,4,0
19 Aug 1969,13,13,0
25 Aug 1969,1,1,0
26 Aug 1969,16,102,0
26 Aug 1969,14,14,0
31 Aug 1969,3,3,0
01 Sep 1969,22,27,0
02 Sep 1969,35,35,0
06 Sep 1969,1,16,0
08 Sep 1969,32,32,0
09 Sep 1969,83,83,0
12 Sep 1969,45,47,0
14 Sep 1969,20,21,0
17 Sep 1969,4,15,0
20 Sep 1969,74,76,2
21 Sep 1969,27,118,0
26 Sep 1969,74,74,0
26 Sep 1969,5,5,0
02 Oct 1969,26,26,0
13 Oct 1969,24,56,0
09 Nov 1969,2,4,0
13 Nov 1969,12,12,0
19 Nov 1969,14,14,0
20 Nov 1969,87,87,0
03 Dec 1969,62,62,0
05 Dec 1969,9,9,0
06 Dec 1969,8,8,0
08 Dec 1969,90,90,0
10 Dec 1969,17,17,0
22 Dec 1969,10,77,24
23 Dec 1969,6,6,0
05 Jan 1970,5,10,0
12 Jan 1970,23,27,0
13 Jan 1970,32,32,0
14 Jan 1970,28,28,0
25 Jan 1970,1,23,0
25 Jan 1970,18,19,0
28 Jan 1970,34,34,0
28 Jan 1970,9,9,0
29 Jan 1970,11,11,0
04 Feb 1970,21,22,0
04 Feb 1970,37,37,0
06 Feb 1970,92,106,0
10 Feb 1970,5,5,0
12 Feb 1970,12,12,2
15 Feb 1970,102,102,0
19 Feb 1970,17,17,0
21 Feb 1970,47,47,0
06 Mar 1970,11,11,0
14 Mar 1970,38,40,0
16 Mar 1970,23,31,0
26 Mar 1970,6,6,0
01 Apr 1970,45,45,0
01 Apr 1970,61,82,0
04 Apr 1970,7,35,0
21 Apr 1970,36,36,0
25 Apr 1970,17,19,0
28 Apr 1970,8,11,0
02 May 1970,23,63,0
04 May 1970,13,14,0
06 May 1970,5,30,0
09 May 1970,1,33,0
09 May 1970,6,6,0
15 May 1970,11,11,0
26 May 1970,6,6,0
30 May 1970,1,33,5
01 Jun 1970,13,13,0
02 Jun 1970,1,44,0
10 Jun 1970,5,8,0
03 Jul 1970,5,27,0
03 Jul 1970,112,112,0
05 Jul 1970,109,109,0
18 Jul 1970,23,23,0
27 Jul 1970,4,4,0
03 Aug 1970,10,10,0
06 Aug 1970,30,30,0
09 Aug 1970,99,100,2
12 Aug 1970,14,31,0
26 Aug 1970,30,32,0
29 Aug 1970,39,39,0
30 Aug 1970,3,10,0
02 Sep 1970,37,37,0
02 Sep 1970,37,37,0
03 Sep 1970,21,21,0
08 Sep 1970,11,11,0
26 Sep 1970,8,34,0
30 Sep 1970,4,38,0
02 Oct 1970,32,40,0
02 Oct 1970,43,43,0
04 Oct 1970,2,2,0
06 Oct 1970,3,11,0
10 Oct 1970,3,3,0
28 Oct 1970,2,4,0
14 Nov 1970,75,75,0
27 Nov 1970,79,79,0
27 Nov 1970,47,229,0
29 Nov 1970,42,44,0
02 Dec 1970,8,8,0
05 Dec 1970,5,16,0
07 Dec 1970,19,27,0
28 Dec 1970,2,55,0
31 Dec 1970,7,35,0
31 Dec 1970,31,31,0
31 Dec 1970,93,93,0
02 Jan 1971,16,16,0
09 Jan 1971,2,21,0
18 Jan 1971,45,47,0
21 Jan 1971,35,35,0
21 Jan 1971,21,21,0
22 Jan 1971,14,14,0
23 Jan 1971,2,60,0
25 Jan 1971,13,47,0
31 Jan 1971,7,7,0
17 Feb 1971,12,12,0
26 Mar 1971,15,15,0
31 Mar 1971,5,5,0
31 Mar 1971,65,65,0
15 Apr 1971,39,40,0
22 Apr 1971,4,4,0
11 May 1971,5,35,0
23 May 1971,78,83,0
25 May 1971,4,4,0
28 May 1971,6,6,0
06 Jun 1971,50,51,0
07 Jun 1971,28,31,0
13 Jun 1971,24,24,0
17 Jun 1971,6,6,0
28 Jun 1971,17,24,0
03 Jul 1971,68,68,0
24 Jul 1971,6,6,0
25 Jul 1971,4,4,0
25 Jul 1971,97,126,0
30 Jul 1971,37,39,0
30 Jul 1971,163,164,0
30 Jul 1971,0,218,0
18 Aug 1971,37,37,0
19 Aug 1971,3,8,0
28 Aug 1971,32,34,0
04 Sep 1971,111,111,0
06 Sep 1971,22,121,0
16 Sep 1971,5,5,0
16 Sep 1971,49,49,0
17 Sep 1971,9,9,0
28 Sep 1971,32,32,0
02 Oct 1971,63,63,0
10 Oct 1971,25,25,0
16 Oct 1971,10,10,0
17 Oct 1971,19,21,0
21 Oct 1971,16,16,0
23 Oct 1971,22,23,0
24 Oct 1971,4,8,0
09 Nov 1971,52,52,0
10 Nov 1971,69,69,0
12 Nov 1971,48,48,0
21 Nov 1971,25,25,0
28 Nov 1971,34,34,0
01 Dec 1971,57,57,0
04 Dec 1971,2,29,0
06 Dec 1971,10,42,0
09 Dec 1971,21,31,0
21 Dec 1971,28,73,0
24 Dec 1971,91,92,0
06 Jan 1972,23,23,0
07 Jan 1972,104,104,0
21 Jan 1972,20,20,0
21 Jan 1972,39,39,0
26 Jan 1972,27,28,0
01 Feb 1972,6,9,0
04 Feb 1972,1,38,0
05 Feb 1972,19,19,0
11 Feb 1972,23,23,0
03 Mar 1972,16,48,1
14 Mar 1972,112,112,0
19 Mar 1972,22,22,0
12 Apr 1972,25,25,0
16 Apr 1972,18,18,0
17 Apr 1972,3,3,0
18 Apr 1972,43,107,0
20 Apr 1972,6,6,0
24 Apr 1972,4,10,0
04 May 1972,18,18,0
05 May 1972,115,115,0
08 May 1972,7,7,0
10 May 1972,34,34,0
16 May 1972,9,9,25
18 May 1972,122,122,0
21 May 1972,22,25,0
27 May 1972,8,13,0
29 May 1972,9,18,0
29 May 1972,11,11,0
30 May 1972,4,4,0
05 Jun 1972,32,32,0
13 Jun 1972,3,3,0
13 Jun 1972,47,47,0
14 Jun 1972,82,87,4
15 Jun 1972,81,81,0
18 Jun 1972,118,118,0
24 Jun 1972,5,20,0
29 Jun 1972,13,13,0
05 Jul 1972,3,86,0
06 Jul 1972,10,10,0
11 Jul 1972,52,67,0
11 Jul 1972,19,19,0
20 Jul 1972,1,84,0
29 Jul 1972,38,38,0
12 Aug 1972,18,18,0
12 Aug 1972,30,44,0
14 Aug 1972,156,156,0
16 Aug 1972,26,31,0
27 Aug 1972,34,34,0
28 Aug 1972,25,29,0
31 Aug 1972,102,102,0
01 Sep 1972,4,4,0
07 Sep 1972,1,8,0
10 Sep 1972,11,11,0
13 Sep 1972,31,31,0
24 Sep 1972,0,1,22
24 Sep 1972,10,13,0
01 Oct 1972,108,108,0
02 Oct 1972,9,9,0
13 Oct 1972,29,45,0
13 Oct 1972,174,174,0
16 Oct 1972,4,4,0
21 Oct 1972,37,53,0
23 Oct 1972,1,8,0
27 Oct 1972,60,68,0
30 Oct 1972,27,27,0
31 Oct 1972,22,22,0
04 Nov 1972,35,35,0
17 Nov 1972,11,11,0
28 Nov 1972,62,76,0
03 Dec 1972,155,155,0
08 Dec 1972,26,26,0
08 Dec 1972,43,61,2
20 Dec 1972,10,133,0
21 Dec 1972,13,13,0
23 Dec 1972,40,45,0
29 Dec 1972,103,176,0
31 Dec 1972,5,5,0
02 Jan 1973,5,5,0
19 Jan 1973,4,4,0
21 Jan 1973,39,39,0
22 Jan 1973,176,202,0
27 Jan 1973,3,3,0
29 Jan 1973,37,37,0
19 Feb 1973,66,100,0
19 Feb 1973,5,5,0
21 Feb 1973,22,28,0
21 Feb 1973,108,113,0
24 Feb 1973,79,79,0
28 Feb 1973,32,32,0
28 Feb 1973,13,13,0
03 Mar 1973,25,25,0
05 Mar 1973,68,182,0
15 Mar 1973,3,3,0
19 Mar 1973,62,62,0
10 Apr 1973,108,145,0
12 Apr 1973,16,17,0
18 Apr 1973,4,19,0
11 May 1973,61,61,0
18 May 1973,81,81,0
19 May 1973,11,11,0
29 May 1973,4,4,0
31 May 1973,48,65,0
01 Jun 1973,23,23,0
03 Jun 1973,6,6,8
09 Jun 1973,2,4,0
20 Jun 1973,27,27,0
30 Jun 1973,2,85,7
04 Jul 1973,18,18,0
09 Jul 1973,2,61,0
11 Jul 1973,123,134,0
22 Jul 1973,78,79,0
23 Jul 1973,38,44,0
24 Jul 1973,5,5,0
31 Jul 1973,89,89,0
13 Aug 1973,85,85,1
15 Aug 1973,10,10,0
18 Aug 1973,56,64,0
22 Aug 1973,16,17,0
27 Aug 1973,42,42,0
28 Aug 1973,24,25,0
28 Aug 1973,1,149,0
08 Sep 1973,6,6,0
11 Sep 1973,41,41,0
20 Sep 1973,6,6,0
27 Sep 1973,11,11,0
30 Sep 1973,9,9,0
30 Sep 1973,108,108,0
02 Oct 1973,10,10,0
13 Oct 1973,122,122,0
23 Oct 1973,8,65,0
02 Nov 1973,6,16,0
03 Nov 1973,3,3,0
03 Nov 1973,1,128,0
17 Nov 1973,27,27,0
07 Dec 1973,13,75,0
16 Dec 1973,51,51,0
17 Dec 1973,30,177,0
21 Dec 1973,20,20,0
22 Dec 1973,106,106,0
23 Dec 1973,17,17,0
28 Dec 1973,1,25,0
01 Jan 1974,38,42,0
06 Jan 1974,12,17,0
06 Jan 1974,4,4,0
06 Jan 1974,24,24,0
09 Jan 1974,31,31,0
10 Jan 1974,24,24,0
17 Jan 1974,14,14,0
26 Jan 1974,66,73,0
30 Jan 1974,97,101,0
02 Feb 1974,1,298,0
09 Feb 1974,35,40,0
22 Feb 1974,1,15,0
23 Feb 1974,7,7,0
03 Mar 1974,346,346,0
08 Mar 1974,18,18,0
13 Mar 1974,36,36,0
15 Mar 1974,15,96,0
04 Apr 1974,78,84,0
22 Apr 1974,107,107,0
27 Apr 1974,109,109,0
30 Apr 1974,6,12,0
02 May 1974,22,24,0
06 May 1974,3,3,0
23 May 1974,3,3,0
23 May 1974,29,29,0
31 May 1974,2,2,0
08 Jun 1974,44,44,0
27 Jun 1974,19,39,0
30 Jun 1974,5,5,0
24 Jul 1974,3,3,0
27 Jul 1974,5,5,0
05 Aug 1974,5,11,0
11 Aug 1974,47,60,0
12 Aug 1974,27,27,0
14 Aug 1974,49,49,0
18 Aug 1974,31,31,0
07 Sep 1974,36,39,0
08 Sep 1974,88,88,0
11 Sep 1974,70,82,0
15 Sep 1974,75,75,0
19 Oct 1974,1,8,0
27 Oct 1974,4,4,0
28 Oct 1974,2,2,0
01 Nov 1974,38,38,0
15 Nov 1974,1,8,0
20 Nov 1974,59,157,0
20 Nov 1974,2,24,0
22 Nov 1974,4,4,0
01 Dec 1974,92,92,0
01 Dec 1974,3,3,0
04 Dec 1974,13,18,0
04 Dec 1974,191,191,0
11 Dec 1974,5,5,0
12 Dec 1974,54,54,0
14 Dec 1974,7,19,0
22 Dec 1974,77,77,0
29 Dec 1974,33,33,0
29 Dec 1974,24,24,0
03 Jan 1975,9,9,0
08 Jan 1975,21,21,0
09 Jan 1975,14,14,0
15 Jan 1975,9,9,0
16 Jan 1975,16,16,0
30 Jan 1975,42,42,0
30 Jan 1975,2,30,0
01 Feb 1975,5,16,0
03 Feb 1975,33,33,0
09 Feb 1975,40,40,0
16 Feb 1975,3,3,0
22 Feb 1975,5,5,0
27 Feb 1975,15,15,0
12 Mar 1975,26,26,0
16 Mar 1975,55,55,0
18 Mar 1975,5,6,0
18 Mar 1975,7,12,0
20 Mar 1975,16,16,0
04 Apr 1975,155,330,0
13 May 1975,23,23,0
03 Jun 1975,1,64,0
17 Jun 1975,1,15,3
